ID,Sex,Sexuality2,Transgender2,Parent_Metro2,Parent_Rent2,Parent_Internet2,Child_Gen2,Child_Age,Household_Size
521, ,Straight,No,Metro,Own,Yes,Female,16.0,5.0
523, ,,,Metro,Own,Yes,,,4.0
524,2,Straight,No,Metro,Own,Yes,Female,15.0,5.0
527, ,Straight,No,Metro,Own,Yes,Male,14.0,4.0
528, ,Straight,No,Metro,Rent,Yes,Female,17.0,4.0
531, ,,,Metro,Own,Yes,,,4.0
532, ,Straight,No,Metro,Own,Yes,Male,16.0,4.0
535, ,Straight,No,Metro,Own,Yes,Male,14.0,5.0
537, ,Straight,No,Metro,Rent,No,Male,16.0,3.0
538, ,Straight,No,Metro,Rent,Yes,Male,13.0,5.0
539, ,Straight,No,Non-metro,Own,Yes,Female,17.0,4.0
542, ,,,Metro,Own,Yes,,,5.0
543, ,Straight,No,Non-metro,Own,Yes,Male,13.0,3.0
544, ,Straight,No,Metro,Own,Yes,Male,14.0,5.0
545, ,Straight,No,Metro,Own,Yes,Female,13.0,5.0
546, ,,,Metro,Own,Yes,,,4.0
547, ,,,Metro,Own,Yes,,,4.0
548,2,Straight,No,Metro,Own,Yes,Male,13.0,4.0
549, ,,,Metro,Own,Yes,,,4.0
552,1,Straight,No,Metro,Own,Yes,Female,17.0,4.0
553, ,,,Metro,Own,Yes,,,4.0
554, ,,,Metro,Own,Yes,,,6.0
555, ,Straight,No,Metro,Own,Yes,Female,16.0,4.0
556, ,Straight,No,Metro,Own,Yes,Female,16.0,3.0
558, ,Straight,No,Metro,Own,Yes,Male,17.0,5.0
560, ,Straight,No,Metro,Rent,Yes,Male,15.0,2.0
565,2,Straight,No,Metro,Own,Yes,Female,17.0,5.0
566, ,Straight,No,Non-metro,Own,No,Female,16.0,3.0
567, ,,,Metro,Own,Yes,,,5.0
568, ,Straight,No,Metro,Own,Yes,Male,14.0,6.0
569, ,Straight,No,Metro,Own,Yes,Female,13.0,4.0
570, ,Straight,No,Metro,Own,Yes,Female,13.0,5.0
571, ,,,Metro,Own,Yes,,,4.0
573,2,Straight,No,Metro,Rent,Yes,Female,16.0,6.0
574, ,,,Non-metro,Own,Yes,,,4.0
575, ,Straight,No,Metro,Own,Yes,Male,13.0,4.0
576, ,,,Metro,Rent,Yes,,,5.0
577, ,Bisexual,Yes,Metro,Rent,Yes,Female,16.0,3.0
578, ,Straight,No,Metro,Own,Yes,Female,13.0,5.0
579,2,Straight,No,Non-metro,Own,Yes,Male,14.0,4.0
581, ,,,Metro,Own,Yes,,,4.0
582, ,,,Non-metro,Own,Yes,,,3.0
583,2,Straight,No,Non-metro,Own,Yes,Female,17.0,4.0
584, ,Straight,No,Metro,Rent,Yes,Female,14.0,6.0
585, ,Straight,No,Metro,Own,Yes,Male,14.0,3.0
586, ,,,Metro,Rent,Yes,,,5.0
588, ,Straight,No,Non-metro,Own,Yes,Male,17.0,6.0
589,2,Straight,No,Metro,Rent,Yes,Male,14.0,5.0
592, ,,,Metro,Own,Yes,,,3.0
595, ,Straight,No,Metro,Rent,Yes,Male,17.0,3.0
597, ,,,Metro,Rent,Yes,,,4.0
598,2,Straight,No,Metro,Own,Yes,Female,14.0,4.0
599,2,Straight,No,Metro,Own,Yes,Male,16.0,4.0
600, ,,,Non-metro,Rent,Yes,,,3.0
602, ,Straight,No,Metro,Rent,Yes,Female,13.0,7.0
604,2,Straight,No,Metro,Rent,Yes,Female,17.0,2.0
605, ,Straight,No,Metro,Own,Yes,Female,14.0,6.0
606, ,Straight,No,Metro,Own,No,Female,13.0,3.0
607, ,,,Metro,Own,Yes,,,4.0
609,1,Straight,No,Non-metro,Own,Yes,Female,17.0,3.0
610,1,Straight,No,Metro,Own,Yes,Male,16.0,3.0
611, ,,,Metro,Own,Yes,,,5.0
613, ,,,Metro,Rent,Yes,,,3.0
614,-1,,,Metro,Rent,Yes,Female,17.0,3.0
615, ,,,Metro,Own,Yes,,,8.0
616, ,,,Metro,Own,Yes,,,5.0
617, ,Something else,Yes,Metro,Own,Yes,Female,16.0,4.0
618,2,,No,Metro,Rent,Yes,Male,15.0,6.0
619, ,,,Metro,Own,Yes,,,3.0
620,2,Straight,No,Metro,Own,Yes,Female,17.0,4.0
623, ,,,Metro,Own,Yes,,,5.0
624, ,,,Metro,Own,Yes,,,6.0
625, ,Straight,No,Metro,Own,Yes,Male,14.0,5.0
626, ,,,Metro,Own,Yes,,,3.0
627, ,Straight,No,Metro,Own,Yes,Male,17.0,4.0
628, ,,,Metro,Rent,Yes,,,5.0
629,2,Straight,No,Metro,Rent,Yes,Male,15.0,5.0
631,2,Straight,No,Metro,Rent,Yes,Female,17.0,2.0
632,1,Straight,No,Metro,Own,Yes,Male,15.0,4.0
634,2,Straight,No,Non-metro,Rent,Yes,Female,16.0,4.0
635,2,Straight,No,Metro,Own,Yes,Female,14.0,4.0
636, ,Straight,No,Metro,Own,Yes,Male,14.0,4.0
639, ,Straight,,Metro,Neither,Yes,Male,14.0,4.0
640, ,,,Metro,Rent,Yes,,,4.0
641,2,Straight,No,Metro,Own,Yes,Female,13.0,6.0
642, ,Straight,No,Metro,Neither,Yes,Female,16.0,4.0
643, ,,,Non-metro,Own,Yes,,,4.0
644, ,,,Metro,Own,Yes,,,5.0
645, ,Straight,No,Non-metro,Own,Yes,Female,13.0,4.0
646,2,Straight,No,Metro,Own,Yes,Female,17.0,3.0
647, ,Straight,No,Metro,Own,Yes,Female,13.0,6.0
648, ,Straight,No,Non-metro,Own,Yes,Male,14.0,4.0
649, ,Straight,No,Metro,Own,Yes,Female,13.0,4.0
650, ,Straight,No,Metro,Rent,Yes,Male,13.0,2.0
652, ,,,Non-metro,Own,Yes,,,5.0
655, ,,,Metro,Own,Yes,,,5.0
656, ,Straight,No,Metro,Own,Yes,Male,14.0,4.0
657, ,,,Metro,Rent,Yes,,,2.0
658, ,Straight,No,Non-metro,Own,Yes,Female,15.0,5.0
659,2,Straight,No,Metro,Own,Yes,Male,14.0,6.0
660,2,Bisexual,No,Metro,Own,Yes,Female,16.0,4.0
661, ,Straight,No,Metro,Own,Yes,Female,13.0,6.0
662,2,Straight,No,Metro,Own,Yes,Male,13.0,3.0
663, ,,,Metro,Own,Yes,,,7.0
664, ,Straight,No,Metro,Own,Yes,Male,14.0,3.0
665, ,,,Metro,Own,Yes,,,3.0
667, ,Straight,No,Metro,Own,Yes,Female,16.0,8.0
668, ,Straight,No,Metro,Own,Yes,Male,13.0,1.0
669, ,,,Non-metro,Own,Yes,,,6.0
671, ,,,Non-metro,Own,Yes,,,3.0
673, ,Straight,No,Metro,Own,Yes,Male,15.0,7.0
674, ,Straight,No,Metro,Own,Yes,Female,15.0,3.0
675, ,Straight,No,Metro,Own,Yes,Female,16.0,6.0
676, ,Straight,No,Metro,Own,Yes,Male,14.0,3.0
678, ,,,Metro,Own,Yes,,,4.0
679, ,Straight,No,Metro,Rent,Yes,Male,13.0,5.0
681, ,Straight,Yes,Metro,Rent,Yes,Male,14.0,6.0
682, ,,,Non-metro,Own,Yes,,,2.0
683, ,Straight,No,Metro,Rent,Yes,Male,15.0,3.0
684, ,Straight,No,Metro,Rent,Yes,Female,13.0,5.0
685, ,,,Metro,Own,Yes,,,3.0
686, ,,,Metro,Own,Yes,,,3.0
687, ,Straight,No,Metro,Own,Yes,Male,13.0,3.0
688, ,Straight,No,Metro,Own,Yes,Female,16.0,4.0
689, ,Straight,No,Metro,Own,Yes,Female,16.0,5.0
690, ,,,Metro,Own,Yes,,,5.0
691, ,Straight,No,Metro,Own,Yes,Female,17.0,5.0
692, ,Straight,No,Non-metro,Rent,Yes,Male,15.0,5.0
693, ,,,Metro,Own,Yes,,,4.0
694, ,,,Metro,Own,Yes,,,5.0
695, ,,,Metro,Own,Yes,,,4.0
696, ,Straight,No,Metro,Own,Yes,Female,14.0,6.0
697, ,Straight,No,Metro,Own,Yes,Female,14.0,4.0
698,2,Straight,No,Metro,Own,Yes,Female,15.0,4.0
699, ,,,Metro,Own,Yes,,,3.0
700, ,Straight,No,Metro,Rent,Yes,Male,14.0,4.0
701, ,Straight,No,Metro,Own,Yes,Male,16.0,6.0
702, ,,,Metro,Rent,Yes,,,3.0
703, ,,,Metro,Own,No,,,5.0
704, ,Straight,No,Metro,Rent,Yes,Male,15.0,4.0
705, ,Straight,No,Metro,Rent,Yes,Female,16.0,5.0
707, ,Straight,No,Metro,Own,Yes,Male,14.0,4.0
709, ,,,Metro,Rent,No,,,6.0
710, ,Straight,No,Metro,Own,Yes,Female,15.0,4.0
711,2,Straight,No,Metro,Own,Yes,Female,17.0,2.0
712, ,,,Metro,Own,Yes,,,4.0
713, ,Straight,No,Non-metro,Own,Yes,Female,17.0,3.0
714,2,Straight,No,Metro,Own,Yes,Female,17.0,2.0
715,1,Straight,No,Metro,Neither,Yes,Male,17.0,6.0
717, ,,,Metro,Rent,Yes,,,3.0
718, ,,,Metro,Rent,Yes,,,4.0
719, ,Straight,No,Metro,Rent,Yes,Male,15.0,5.0
720,2,Not sure,No,Metro,Own,Yes,Male,15.0,3.0
721, ,Straight,No,Non-metro,Own,Yes,Female,14.0,5.0
722, ,,,Metro,Own,Yes,,,3.0
724, ,Straight,No,Metro,Own,Yes,Female,15.0,4.0
725, ,Not sure,No,Metro,Rent,Yes,Female,15.0,6.0
726, ,,,Metro,Own,Yes,,,4.0
727,2,Straight,No,Metro,Rent,Yes,Female,16.0,3.0
728, ,,,Metro,Own,Yes,,,5.0
730, ,Straight,No,Metro,Own,Yes,Female,14.0,5.0
731,1,Straight,No,Metro,Own,Yes,Male,15.0,3.0
732,2,,No,Metro,Own,Yes,Male,14.0,3.0
733, ,Straight,No,Metro,Rent,Yes,Female,17.0,7.0
734, ,Straight,No,Metro,Own,Yes,Male,15.0,4.0
735,2,Straight,No,Non-metro,Own,Yes,Male,13.0,5.0
736,2,Straight,No,Metro,Rent,Yes,Female,13.0,2.0
737,2,Straight,No,Non-metro,Rent,Yes,Female,17.0,3.0
738, ,Straight,No,Metro,Own,Yes,Male,15.0,4.0
739, ,,,Metro,Own,Yes,,,1.0
740, ,,,Metro,Rent,Yes,,,4.0
741, ,,,Non-metro,Rent,Yes,,,4.0
743, ,,,Metro,Own,Yes,,,4.0
744, ,Straight,No,Non-metro,Own,Yes,Female,14.0,3.0
746, ,,,Metro,Own,Yes,,,4.0
747,1,Straight,No,Non-metro,Own,Yes,Female,16.0,3.0
748, ,,,Metro,Own,Yes,Male,15.0,3.0
749, ,,,Metro,Own,No,,,7.0
751,2,Straight,No,Metro,Own,Yes,Female,14.0,4.0
752,2,Something else,No,Metro,Own,Yes,Female,16.0,5.0
753, ,,,Metro,Rent,Yes,,,6.0
754, ,,,Metro,Own,Yes,,,6.0
755,2,Straight,No,Metro,Own,Yes,Male,14.0,3.0
756, ,Straight,No,Metro,Own,Yes,Female,17.0,5.0
757, ,,,Metro,Own,Yes,,,8.0
758, ,,,Metro,Own,Yes,,,3.0
759, ,,,Metro,Own,Yes,,,2.0
760, ,Straight,No,Metro,Own,Yes,Male,16.0,4.0
761, ,Straight,No,Metro,Own,No,Male,15.0,5.0
762, ,,,Non-metro,Own,Yes,,,4.0
763, ,,,Non-metro,Own,Yes,Female,17.0,1.0
764, ,,,Metro,Own,Yes,,,4.0
765, ,,,Non-metro,Own,Yes,,,4.0
767,1,Straight,No,Non-metro,Own,Yes,Female,17.0,4.0
768, ,,,Metro,Own,Yes,,,3.0
769, ,,,Metro,Rent,Yes,,,4.0
770, ,,,Metro,Own,Yes,,,3.0
771, ,Straight,No,Metro,Own,Yes,Female,15.0,5.0
772, ,,,Metro,Rent,Yes,,,4.0
773, ,Straight,No,Metro,Own,Yes,Female,13.0,6.0
774, ,Straight,No,Metro,Own,Yes,Female,17.0,5.0
775, ,Straight,No,Metro,Own,Yes,Male,17.0,3.0
776, ,,,Metro,Own,No,,,4.0
777, ,,,Metro,Own,Yes,,,5.0
778, ,Straight,No,Metro,Own,Yes,Male,14.0,6.0
779, ,Straight,No,Metro,Own,Yes,Female,17.0,3.0
780, ,Straight,No,Metro,Rent,Yes,Female,14.0,5.0
781,1,Straight,No,Metro,Rent,No,Male,14.0,3.0
782, ,,,Metro,Own,Yes,Male,16.0,4.0
783, ,,,Metro,Own,Yes,,,4.0
784, ,Straight,No,Metro,Rent,Yes,Female,17.0,8.0
786, ,Straight,No,Metro,Rent,Yes,Male,17.0,6.0
788, ,,,Metro,Own,Yes,,,3.0
791, ,,,Metro,Own,Yes,,,4.0
792, ,Straight,No,Metro,Own,Yes,Male,13.0,4.0
793, ,,,Metro,Own,Yes,,,4.0
795,2,Straight,No,Metro,Own,Yes,Male,15.0,9.0
796, ,Straight,No,Metro,Own,Yes,Female,14.0,4.0
798, ,,,Metro,Own,Yes,,,4.0
799, ,Straight,No,Metro,Own,Yes,Female,17.0,4.0
800, ,,,Metro,Own,Yes,,,5.0
801, ,,,Metro,Own,Yes,,,5.0
804, ,,,Metro,Own,Yes,,,4.0
805, ,,,Metro,Rent,No,,,1.0
806, ,,,Metro,Own,Yes,,,4.0
807,2,Straight,No,Metro,Own,Yes,Male,16.0,3.0
808, ,Straight,No,Non-metro,Rent,Yes,Female,13.0,4.0
810, ,Straight,No,Metro,Rent,No,Female,16.0,4.0
811, ,Straight,No,Metro,Neither,Yes,Female,14.0,5.0
812,2,Straight,No,Metro,Rent,Yes,Female,17.0,6.0
813,2,Straight,,Metro,Rent,Yes,Male,16.0,4.0
814, ,Straight,No,Metro,Rent,Yes,Female,17.0,4.0
815, ,,,Metro,Neither,Yes,,,3.0
816,2,Straight,No,Metro,Rent,Yes,Female,15.0,4.0
817,2,Straight,No,Metro,Own,Yes,Male,14.0,4.0
818, ,Straight,No,Non-metro,Own,No,Female,17.0,4.0
819, ,Straight,No,Metro,Own,Yes,Female,17.0,3.0
820,1,Straight,No,Metro,Own,Yes,Male,13.0,4.0
821, ,Straight,No,Metro,Neither,Yes,Female,16.0,4.0
822, ,Straight,No,Metro,Own,Yes,Male,15.0,4.0
824,1,Straight,No,Metro,Rent,Yes,Female,15.0,1.0
825, ,,,Metro,Own,Yes,,,5.0
826, ,Straight,No,Metro,Own,Yes,Male,13.0,4.0
827, ,Straight,No,Metro,Own,Yes,Male,16.0,3.0
828,1,Straight,No,Metro,Own,Yes,Female,17.0,4.0
829, ,Straight,No,Metro,Own,Yes,Male,13.0,6.0
830, ,,,Metro,Own,Yes,,,4.0
831, ,Straight,No,Metro,Own,Yes,Male,17.0,4.0
832,2,Straight,No,Metro,Own,Yes,Male,13.0,3.0
833, ,,,Metro,Rent,No,,,5.0
834,2,Straight,No,Metro,Own,Yes,Male,16.0,3.0
835, ,,,Non-metro,Own,Yes,,,3.0
836, ,,,Non-metro,Own,Yes,,,5.0
837, ,Straight,No,Metro,Rent,Yes,Male,14.0,5.0
838,2,Straight,No,Non-metro,Own,Yes,Male,17.0,4.0
841, ,,,Metro,Own,Yes,,,4.0
842, ,,,Metro,Own,Yes,,,9.0
843, ,,,Metro,Own,Yes,,,4.0
845, ,Straight,No,Metro,Own,Yes,Male,17.0,4.0
846, ,Straight,No,Metro,Rent,Yes,Female,13.0,5.0
848, ,Straight,No,Metro,Own,Yes,Female,13.0,5.0
849,1,Straight,No,Metro,Own,Yes,Female,14.0,5.0
850, ,,,Metro,Rent,Yes,,,2.0
851, ,Bisexual,No,Metro,Own,Yes,Female,13.0,5.0
852, ,Straight,No,Metro,Own,Yes,Male,14.0,5.0
853, ,Straight,No,Metro,Own,Yes,Female,17.0,4.0
854,2,Gay or Lesbian,No,Non-metro,Own,Yes,Female,13.0,3.0
855,2,Straight,No,Metro,Rent,Yes,Male,14.0,3.0
856, ,,,Metro,Own,Yes,,,5.0
857, ,,,Metro,Own,Yes,,,4.0
858,1,Straight,No,Metro,Neither,Yes,Male,17.0,4.0
859,2,Straight,No,Metro,Own,Yes,Female,13.0,4.0
860,2,Straight,No,Metro,Rent,Yes,Female,17.0,5.0
861, ,Straight,No,Metro,Own,Yes,Male,13.0,5.0
862,2,Straight,No,Metro,Own,Yes,Male,14.0,4.0
864,2,Straight,No,Metro,Rent,Yes,Female,15.0,4.0
865, ,Straight,No,Metro,Own,Yes,Male,14.0,2.0
866, ,,,Metro,Own,Yes,,,4.0
867, ,,No,Metro,Rent,No,Male,13.0,5.0
869, ,,,Metro,Own,Yes,,,4.0
870,2,Straight,No,Metro,Own,Yes,Male,16.0,3.0
871, ,Straight,No,Metro,Own,Yes,Female,16.0,4.0
872,2,Bisexual,No,Metro,Own,Yes,Female,13.0,2.0
873,2,Straight,No,Metro,Own,Yes,Male,15.0,3.0
874, ,,,Metro,Own,Yes,,,6.0
875, ,Straight,No,Metro,Own,Yes,Male,15.0,4.0
876, ,Straight,No,Metro,Own,Yes,Female,13.0,4.0
877, ,,,Metro,Own,Yes,,,4.0
878,2,Straight,No,Metro,Own,Yes,Male,17.0,3.0
879, ,Straight,No,Metro,Own,Yes,Male,16.0,4.0
881, ,,,Metro,Rent,Yes,,,3.0
883, ,Bisexual,No,Non-metro,Own,Yes,Male,16.0,4.0
884, ,Straight,No,Metro,Rent,No,Female,13.0,6.0
885, ,Straight,No,Metro,Own,Yes,Female,14.0,3.0
886,1,Something else,Yes,Metro,Own,Yes,Female,15.0,3.0
887, ,,,Metro,Rent,Yes,Male,13.0,5.0
888, ,Straight,No,Metro,Own,Yes,Female,16.0,2.0
889, ,,,Metro,Rent,Yes,,,4.0
891, ,Straight,No,Metro,Own,Yes,Male,15.0,2.0
893,1,Straight,No,Metro,Own,Yes,Male,17.0,4.0
894, ,Straight,No,Metro,Own,Yes,Female,15.0,4.0
895, ,,,Metro,Rent,Yes,,,4.0
896, ,Straight,No,Metro,Own,Yes,Female,13.0,3.0
897, ,Straight,No,Metro,Own,Yes,Female,15.0,5.0
898,1,Straight,No,Metro,Own,Yes,Male,17.0,9.0
899, ,,,Metro,Rent,Yes,,,1.0
900, ,Straight,No,Metro,Own,Yes,Male,13.0,5.0
901,2,Straight,No,Non-metro,Rent,Yes,Male,15.0,5.0
902, ,Straight,No,Metro,Own,Yes,Female,13.0,8.0
904, ,,,Metro,Rent,Yes,,,5.0
905, ,Straight,No,Metro,Own,Yes,Female,16.0,3.0
906, ,Straight,No,Metro,Own,Yes,Female,14.0,3.0
907, ,,,Metro,Own,Yes,,,5.0
908, ,,,Metro,Own,No,Male,16.0,8.0
909, ,Straight,No,Metro,Rent,Yes,Female,13.0,3.0
910, ,Straight,No,Non-metro,Own,Yes,Male,16.0,7.0
911, ,Straight,No,Metro,Rent,Yes,Male,15.0,4.0
912, ,,,Metro,Own,Yes,,,3.0
913, ,Straight,Yes,Non-metro,Rent,No,Male,16.0,3.0
914, ,Straight,No,Metro,Own,Yes,Male,13.0,5.0
917, ,,,Metro,Own,No,Female,14.0,4.0
918, ,Straight,No,Metro,Own,Yes,Female,16.0,6.0
919, ,Straight,No,Metro,Own,Yes,Female,16.0,4.0
920, ,Straight,No,Metro,Own,Yes,Male,17.0,4.0
921, ,Straight,No,Metro,Own,Yes,Male,17.0,4.0
922, ,Straight,No,Metro,Own,Yes,Female,13.0,4.0
923,1,Straight,No,Metro,Own,Yes,Male,17.0,4.0
924, ,Straight,No,Metro,Own,Yes,Male,14.0,3.0
925, ,,,Metro,Own,Yes,,,2.0
926, ,Straight,No,Metro,Rent,Yes,Male,16.0,7.0
927, ,,,Metro,Own,Yes,,,4.0
928, ,,,Metro,Own,Yes,,,3.0
929, ,,,Metro,Rent,Yes,,,5.0
931, ,Straight,No,Metro,Own,Yes,Male,15.0,4.0
933, ,,,Metro,Own,Yes,,,4.0
936, ,,,Metro,Own,Yes,,,4.0
937,2,Straight,No,Metro,Own,Yes,Male,16.0,3.0
938,2,Straight,No,Metro,Own,Yes,Male,14.0,4.0
939, ,Straight,No,Metro,Rent,Yes,Female,15.0,6.0
941,2,Straight,No,Metro,Own,Yes,Male,14.0,4.0
942, ,Not sure,No,Metro,Rent,No,Male,16.0,6.0
943, ,Straight,No,Metro,Own,Yes,Male,14.0,4.0
944, ,Straight,No,Non-metro,Own,No,Male,16.0,5.0
945, ,,,Metro,Own,Yes,,,5.0
946, ,Straight,,Metro,Own,Yes,Female,15.0,4.0
947,1,Straight,No,Metro,Rent,Yes,Female,16.0,6.0
948, ,Straight,No,Metro,Own,Yes,Female,13.0,7.0
949, ,Straight,No,Metro,Own,Yes,Female,13.0,4.0
950, ,,,Non-metro,Own,Yes,,,4.0
951,1,Straight,No,Metro,Own,Yes,Male,17.0,4.0
952,1,Straight,No,Metro,Own,Yes,Male,16.0,6.0
953, ,Straight,,Non-metro,Own,Yes,Male,13.0,5.0
954, ,,,Metro,Own,Yes,,,3.0
955, ,,,Non-metro,Own,No,,,3.0
957, ,Straight,No,Non-metro,Neither,Yes,Female,17.0,3.0
958, ,,,Metro,Rent,No,,,4.0
959, ,Straight,No,Metro,Own,Yes,Female,14.0,4.0
960, ,,,Metro,Rent,Yes,,,6.0
961,2,Straight,No,Metro,Own,Yes,Male,16.0,3.0
962,-1,Straight,No,Metro,Own,Yes,Female,16.0,3.0
963, ,,,Metro,Own,Yes,,,6.0
964, ,Straight,No,Metro,Rent,Yes,Male,17.0,4.0
965, ,,,Metro,Own,Yes,,,4.0
966, ,Straight,No,Metro,Rent,Yes,Male,13.0,10.0
967, ,Straight,No,Metro,Own,Yes,Female,17.0,3.0
969, ,Straight,No,Metro,Own,Yes,Male,13.0,2.0
970, ,Straight,No,Metro,Own,Yes,Female,13.0,4.0
971,1,Straight,No,Metro,Own,Yes,Male,17.0,5.0
972, ,Straight,No,Metro,Own,Yes,Female,14.0,5.0
974, ,,,Metro,Own,Yes,,,4.0
975, ,Straight,Yes,Metro,Own,Yes,Female,16.0,9.0
976,1,Straight,No,Metro,Own,Yes,Female,15.0,4.0
977, ,Straight,No,Metro,Own,Yes,Male,13.0,5.0
978, ,,,Metro,Own,Yes,,,3.0
979, ,,,Metro,Rent,Yes,,,2.0
981, ,Straight,No,Metro,Own,Yes,Female,17.0,3.0
982, ,Not sure,No,Metro,Own,Yes,Male,17.0,3.0
983,3,Straight,No,Metro,Own,Yes,Male,16.0,3.0
984, ,,,Metro,Own,Yes,,,4.0
985, ,,,Non-metro,Own,Yes,,,3.0
986, ,Straight,No,Metro,Neither,No,Female,17.0,6.0
987, ,Straight,No,Non-metro,Own,Yes,Male,14.0,3.0
988,1,Straight,No,Metro,Own,Yes,Male,16.0,4.0
989, ,Straight,No,Metro,Own,Yes,Male,14.0,4.0
990, ,Straight,No,Non-metro,Own,Yes,Female,15.0,4.0
991,1,Straight,No,Metro,Own,Yes,Female,17.0,4.0
992, ,Straight,No,Metro,Own,Yes,Female,13.0,5.0
993, ,,,Metro,Rent,Yes,,,4.0
994, ,Straight,No,Metro,Rent,No,Male,16.0,2.0
995, ,Straight,No,Metro,Own,Yes,Male,14.0,4.0
996, ,Straight,No,Metro,Rent,Yes,Male,17.0,5.0
997, ,Straight,No,Non-metro,Own,Yes,Male,17.0,2.0
999, ,,,Metro,Own,Yes,,,3.0
1000, ,Straight,No,Metro,Own,Yes,Male,17.0,4.0
1001, ,,,Metro,Own,Yes,,,5.0
1002, ,Straight,No,Non-metro,Own,Yes,Male,13.0,4.0
1003, ,Straight,No,Metro,Own,Yes,Male,17.0,5.0
1004, ,,,Metro,Own,Yes,,,4.0
1005,2,Straight,No,Metro,Rent,Yes,Male,17.0,6.0
1006, ,,,Metro,Own,Yes,,,4.0
1007, ,Straight,No,Metro,Rent,Yes,Male,14.0,2.0
1008, ,Straight,No,Metro,Rent,Yes,Male,16.0,5.0
1009, ,,,Metro,Own,Yes,,,3.0
1010, ,Straight,No,Metro,Own,Yes,Male,16.0,4.0
1011, ,Straight,No,Non-metro,Rent,No,Male,15.0,3.0
1012, ,,,Metro,Own,Yes,,,4.0
1013, ,,,Non-metro,Own,Yes,,,1.0
1015, ,,,Metro,Rent,Yes,,,7.0
1016, ,,,Metro,Rent,Yes,,,3.0
1017, ,,,Metro,Own,Yes,,,3.0
1018, ,,,Metro,Rent,Yes,Male,13.0,7.0
1019, ,Straight,No,Metro,Own,Yes,Female,14.0,4.0
1021, ,Straight,No,Metro,Own,Yes,Female,15.0,6.0
1022,1,Straight,No,Metro,Own,Yes,Female,17.0,4.0
